"filename", "language", "YAML", "Swift", "C++", "Markdown", "XML", "JSON", "Dart", "Properties", "Groovy", "HTML", "comment", "blank", "total"
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\repositories\story_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\repositories\user_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 17, 63
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\auth\log_in_auth_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\auth\sign_out_auth_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\auth\sign_up_auth_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\calling_rooms\cancel_joining_to_room.dart", "Dart", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 2, 19
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\calling_rooms\create_calling_room.dart", "Dart", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 2, 17
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\calling_rooms\delete_the_room.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 2, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\calling_rooms\get_calling_status.dart", "Dart", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\calling_rooms\get_users_info_in_room.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\calling_rooms\join_to_calling_room.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\definition.md", "Markdown", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\follow\follow_this_user.dart", "Dart", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\follow\remove_this_follower.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\common\get_specific_chat_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\group_message\add_message.dart", "Dart", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 4, 24
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\group_message\delete_message.dart", "Dart", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\group_message\get_messages.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\single_message\add_message.dart", "Dart", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 25
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\single_message\delete_message.dart", "Dart", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 4, 22
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\single_message\get_chat_users_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 17
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\message\single_message\get_messages.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\notification\create_notification_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\notification\delete_notification.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\notification\get_notifications_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\add_comment_use_case.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\getComment\get_all_comment.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\put_like.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\remove_like.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\replies\get_replies_of_this_comment.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 17
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\replies\likes\put_like_on_this_reply.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 17
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\replies\likes\remove_like_on_this_reply.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 17
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\comments\replies\reply_on_this_comment.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\create_post.dart", "Dart", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 4, 22
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\delete\delete_post.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\get\get_all_posts.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\get\get_post_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\get\get_specific_users_posts.dart", "Dart", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\likes\put_like_on_this_post.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\likes\remove_the_like_on_this_post.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\post\update\update_post.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\story\create_story.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\story\delete_story.dart", "Dart", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 4, 14
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\story\get_specific_stories.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\story\get_stories_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\add_new_user_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\add_post_to_user.dart", "Dart", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 4, 19
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\getUserInfo\get_all_un_followers_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\getUserInfo\get_all_users_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\getUserInfo\get_followers_and_followings_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 4, 20
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\getUserInfo\get_specific_users_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\getUserInfo\get_user_from_user_name.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\getUserInfo\get_user_info_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\my_personal_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\search_about_user.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 4, 18
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\update_user_info.dart", "Dart", 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 4, 16
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\domain\use_cases\user\upload_profile_image_usecase.dart", "Dart", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 4, 20
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 1, 8, 53
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\StoryCubit\story_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 9, 77
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\StoryCubit\story_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 14, 48
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\callingRooms\bloc\calling_status_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 7, 43
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\callingRooms\bloc\calling_status_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 7, 25
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\callingRooms\bloc\calling_status_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 7, 26
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\callingRooms\calling_rooms_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 0, 10, 98
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\callingRooms\calling_rooms_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 10, 36
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firebaseAuthCubit\firebase_auth_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 7, 53
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firebaseAuthCubit\firebase_auth_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 8, 21
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\add_new_user_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\add_new_user_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 15
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\message\bloc\message_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 10, 64
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\message\bloc\message_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 11, 41
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\message\bloc\message_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 6, 19
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\message\cubit\group_chat\message_for_group_chat_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 9, 64
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\message\cubit\group_chat\message_for_group_chat_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 11, 33
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\message\cubit\message_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 7, 73
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\message\cubit\message_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 0, 19, 62
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\searchAboutUser\search_about_user_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 0, 7, 46
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\searchAboutUser\search_about_user_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 6, 25
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\searchAboutUser\search_about_user_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 7, 21
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\user_info_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 127, 0, 0, 0, 0, 14, 141
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\user_info_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 2, 15, 43
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\users_info_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 8, 57
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\users_info_reel_time\users_info_reel_time_bloc.dart", "Dart", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 11, 79
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\users_info_reel_time\users_info_reel_time_event.dart", "Dart", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 9, 29
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\users_info_reel_time\users_info_reel_time_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 9, 34
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\firestoreUserInfoCubit\users_info_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 12, 33
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\follow\follow_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 7, 42
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\follow\follow_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 7, 20
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\notification\notification_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 6, 54
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\notification\notification_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 13, 38
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comment_likes\comment_likes_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 8, 49
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comment_likes\comment_likes_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 7, 20
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comments_info_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 7, 43
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comments_info_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 8, 24
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\replyLikes\reply_likes_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 8, 44
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\replyLikes\reply_likes_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 7, 20
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\reply_info_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 7, 45
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\reply_info_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 8, 24
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\postLikes\post_likes_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 7, 43
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\postLikes\post_likes_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 7, 20
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\post_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 101, 0, 0, 0, 0, 11, 112
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\post_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 17, 48
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\specific_users_posts_cubit.dart", "Dart", 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 6, 32
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\cubit\postInfoCubit\specific_users_posts_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 7, 23
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\audio_encoder.dart", "Dart", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 16, 6, 30
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\lock_record.dart", "Dart", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 4, 3, 69
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\show_counter.dart", "Dart", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 1, 4, 54
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\show_mic_and_counter.dart", "Dart", 0, 0, 0, 0, 0, 0, 88, 0, 0, 0, 3, 2, 93
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\social_media_recoder.dart", "Dart", 0, 0, 0, 0, 0, 0, 136, 0, 0, 0, 5, 15, 156
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\sound_recorder_notifier.dart", "Dart", 0, 0, 0, 0, 0, 0, 179, 0, 0, 0, 39, 34, 252
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\audio_recorder\sound_recorder_when_locked_design.dart", "Dart", 0, 0, 0, 0, 0, 0, 99, 0, 0, 0, 0, 4, 103
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\crop_image\crop_image.dart", "Dart", 0, 0, 0, 0, 0, 0, 577, 0, 0, 0, 0, 88, 665
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\crop_image\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\in_view_notifier\in_view_notifier.dart", "Dart", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 16, 24, 165
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\in_view_notifier\in_view_notifier_custom.dart", "Dart", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 3, 57
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\in_view_notifier\in_view_notifier_list.dart", "Dart", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 3, 60
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\in_view_notifier\in_view_notifier_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 11, 65
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\in_view_notifier\in_view_state.dart", "Dart", 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 18, 18, 98
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\in_view_notifier\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\in_view_notifier\widget_data.dart", "Dart", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 2, 8, 30
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\snapping.dart", "Dart", 0, 0, 0, 0, 0, 0, 286, 0, 0, 0, 1, 70, 357
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\story_view\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\story_view\story_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 11, 8, 39
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\story_view\story_image.dart", "Dart", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 14, 34, 212
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\story_view\story_image_for_web.dart", "Dart", 0, 0, 0, 0, 0, 0, 96, 0, 0, 0, 4, 13, 113
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\story_view\story_video.dart", "Dart", 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 1, 24, 158
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\story_view\story_view.dart", "Dart", 0, 0, 0, 0, 0, 0, 738, 0, 0, 0, 70, 85, 893
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\customPackages\story_view\utils.dart", "Dart", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 8, 26
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\activity\activity_for_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 1, 14, 179
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\activity\activity_for_web.dart", "Dart", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 3, 30
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\comments\comments_for_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 6, 44
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\comments\commnets_for_web.dart", "Dart", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\messages\chatting_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 171, 0, 0, 0, 1, 17, 189
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\messages\messages_for_web.dart", "Dart", 0, 0, 0, 0, 0, 0, 233, 0, 0, 0, 0, 15, 248
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\messages\messages_page_for_mobile.dart", "Dart", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 4, 36
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\messages\ringing_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 160, 0, 0, 0, 0, 10, 170
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\messages\select_for_group_chat.dart", "Dart", 0, 0, 0, 0, 0, 0, 290, 0, 0, 0, 0, 14, 304
"d:\agiaann\flutter-clean-architecture-instagram-1\lib\presentation\pages\messages\video_call_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 352, 0, 0, 0, 11, 29, 392
