"filename", "language", "C++", "CMake", "JSON", "Dart", "YAML", "HTML", "Markdown", "XML", "Swift", "Groovy", "Properties", "comment", "blank", "total"
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\follow\remove_this_follower.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\notification\create_notification_use_case.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\notification\delete_notification.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\notification\get_notifications_use_case.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 2, 13
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\add_comment_use_case.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\getComment\get_all_comment.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\put_like.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\remove_like.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\replies\get_replies_of_this_comment.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\replies\likes\put_like_on_this_reply.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\replies\likes\remove_like_on_this_reply.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\comments\replies\reply_on_this_comment.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\create_post.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\delete\delete_post.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\get\get_all_posts.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\get\get_post_info.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\get\get_specific_users_posts.dart", "Dart", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\likes\put_like_on_this_post.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\likes\remove_the_like_on_this_post.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\post\update\update_post.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\story\create_story.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\story\delete_story.dart", "Dart", 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\story\get_specific_stories.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\story\get_stories_info.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\add_new_user_usecase.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\add_post_to_user.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\add_story_to_user.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\getUserInfo\get_all_users_info.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\getUserInfo\get_followers_and_followings_usecase.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\getUserInfo\get_specific_users_usecase.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\getUserInfo\get_user_from_user_name.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\getUserInfo\get_user_info_usecase.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\message\add_message.dart", "Dart", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\message\delete_message.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\message\get_chat_users_info.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\message\get_messages.dart", "Dart", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\search_about_user.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\update_user_info.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"d:\flutter-clean-architecture-instagram\lib\domain\use_cases\user\upload_profile_image_usecase.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 4, 20
"d:\flutter-clean-architecture-instagram\lib\main.dart", "Dart", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 11, 7, 61
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\StoryCubit\story_cubit.dart", "Dart", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 9, 77
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\StoryCubit\story_state.dart", "Dart", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 14, 48
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firebaseAuthCubit\firebase_auth_cubit.dart", "Dart", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firebaseAuthCubit\firebase_auth_state.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 8, 21
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\add_new_user_cubit.dart", "Dart", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\add_new_user_state.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 6, 15
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\message\bloc\message_bloc.dart", "Dart", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 8, 42
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\message\bloc\message_event.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\message\bloc\message_state.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\message\cubit\message_cubit.dart", "Dart", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\message\cubit\message_state.dart", "Dart", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 12, 35
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\searchAboutUser\search_about_user_bloc.dart", "Dart", 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\searchAboutUser\search_about_user_event.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\searchAboutUser\search_about_user_state.dart", "Dart", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\user_info_cubit.dart", "Dart", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 2, 15, 148
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\user_info_state.dart", "Dart", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 2, 14, 42
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\users_info_cubit.dart", "Dart", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 8, 56
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\firestoreUserInfoCubit\users_info_state.dart", "Dart", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 12, 33
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\follow\follow_cubit.dart", "Dart", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 7, 42
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\follow\follow_state.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\notification\notification_cubit.dart", "Dart", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 6, 54
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\notification\notification_state.dart", "Dart", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 13, 38
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comment_likes\comment_likes_cubit.dart", "Dart", 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 8, 49
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comment_likes\comment_likes_state.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comments_info_cubit.dart", "Dart", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\comments_info_state.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\replyLikes\reply_likes_cubit.dart", "Dart", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 8, 44
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\replyLikes\reply_likes_state.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\reply_info_cubit.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 7, 45
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\commentsInfo\cubit\repliesInfo\reply_info_state.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 8, 24
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\postLikes\post_likes_cubit.dart", "Dart", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 7, 43
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\postLikes\post_likes_state.dart", "Dart", 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 7, 20
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\post_cubit.dart", "Dart", 0, 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 11, 107
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\post_state.dart", "Dart", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 17, 48
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\specific_users_posts_cubit.dart", "Dart", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 6, 32
"d:\flutter-clean-architecture-instagram\lib\presentation\cubit\postInfoCubit\specific_users_posts_state.dart", "Dart", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\audio_encoder.dart", "Dart", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 16, 6, 30
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\lock_record.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 4, 3, 69
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\show_counter.dart", "Dart", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 1, 4, 57
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\show_mic_and_counter.dart", "Dart", 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 3, 2, 93
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\social_media_recoder.dart", "Dart", 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 4, 14, 152
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\sound_recorder_notifier.dart", "Dart", 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 38, 34, 251
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\audio_recorder\sound_recorder_when_locked_design.dart", "Dart", 0, 0, 0, 98, 0, 0, 0, 0, 0, 0, 0, 1, 4, 103
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\crop_image\crop_image.dart", "Dart", 0, 0, 0, 576, 0, 0, 0, 0, 0, 0, 0, 0, 89, 665
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\crop_image\crop_options.dart", "Dart", 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 1, 15, 85
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\crop_image\cropper.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 203, 14, 217
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\crop_image\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\in_view_notifier\in_view_notifier.dart", "Dart", 0, 0, 0, 125, 0, 0, 0, 0, 0, 0, 0, 15, 24, 164
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\in_view_notifier\in_view_notifier_custom.dart", "Dart", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 3, 57
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\in_view_notifier\in_view_notifier_list.dart", "Dart", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 3, 60
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\in_view_notifier\in_view_notifier_widget.dart", "Dart", 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 11, 65
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\in_view_notifier\in_view_state.dart", "Dart", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 18, 18, 98
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\in_view_notifier\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\in_view_notifier\widget_data.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 2, 8, 30
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\sheet.dart", "Dart", 0, 0, 0, 914, 0, 0, 0, 0, 0, 0, 0, 270, 170, 1354
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\sheet_container.dart", "Dart", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 2, 12, 116
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\sheet_dialog.dart", "Dart", 0, 0, 0, 410, 0, 0, 0, 0, 0, 0, 0, 32, 87, 529
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\sheet_lisener_builder.dart", "Dart", 0, 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 9, 14, 62
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\sheet_pop_container.dart", "Dart", 0, 0, 0, 179, 0, 0, 0, 0, 0, 0, 0, 53, 48, 280
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\specs.dart", "Dart", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 68, 42, 238
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\sliding_sheet\util.dart", "Dart", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 1, 7, 39
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\story_view\owner_of_this_package.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\story_view\story_controller.dart", "Dart", 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 10, 8, 38
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\story_view\story_image.dart", "Dart", 0, 0, 0, 161, 0, 0, 0, 0, 0, 0, 0, 13, 34, 208
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\story_view\story_image_for_web.dart", "Dart", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 4, 15, 103
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\story_view\story_video.dart", "Dart", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 25, 158
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\story_view\story_view.dart", "Dart", 0, 0, 0, 724, 0, 0, 0, 0, 0, 0, 0, 70, 85, 879
"d:\flutter-clean-architecture-instagram\lib\presentation\customPackages\story_view\utils.dart", "Dart", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 8, 26
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\activity\activity_for_mobile.dart", "Dart", 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 14, 178
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\activity\activity_for_web.dart", "Dart", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 4, 32
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\comments\comments_for_mobile.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 6, 44
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\comments\commnets_for_web.dart", "Dart", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\messages\chatting_for_web.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 16
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\messages\chatting_page.dart", "Dart", 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 14, 147
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\messages\messages_for_web.dart", "Dart", 0, 0, 0, 188, 0, 0, 0, 0, 0, 0, 0, 1, 13, 202
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\messages\messages_page_for_mobile.dart", "Dart", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\create_post_page.dart", "Dart", 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 12, 206
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\custom_gallery_page\gallery_of_story.dart", "Dart", 0, 0, 0, 176, 0, 0, 0, 0, 0, 0, 0, 0, 15, 191
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\edit_profile_page.dart", "Dart", 0, 0, 0, 268, 0, 0, 0, 0, 0, 0, 0, 1, 22, 291
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\followers_info_page.dart", "Dart", 0, 0, 0, 123, 0, 0, 0, 0, 0, 0, 0, 0, 14, 137
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\personal_profile_page.dart", "Dart", 0, 0, 0, 391, 0, 0, 0, 0, 0, 0, 0, 0, 33, 424
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\user_profile_page.dart", "Dart", 0, 0, 0, 362, 0, 0, 0, 0, 0, 0, 0, 2, 26, 390
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\users_who_likes.dart", "Dart", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 5, 54
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\users_who_likes_for_mobile.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 5, 43
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\profile\users_who_likes_for_web.dart", "Dart", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 5, 53
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\register\login_page.dart", "Dart", 0, 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 13, 135
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\register\sign_up_page.dart", "Dart", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 2, 13, 142
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\shop\shop_page.dart", "Dart", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\story\create_story.dart", "Dart", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 14, 135
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\story\story_for_try.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 575, 1, 576
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\story\story_for_web.dart", "Dart", 0, 0, 0, 484, 0, 0, 0, 0, 0, 0, 0, 16, 26, 526
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\story\story_page_for_mobile.dart", "Dart", 0, 0, 0, 342, 0, 0, 0, 0, 0, 0, 0, 0, 26, 368
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\time_line\all_user_time_line\all_users_time_line.dart", "Dart", 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 10, 154
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\time_line\all_user_time_line\search_about_user.dart", "Dart", 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 1, 11, 143
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\time_line\my_own_time_line\home_page.dart", "Dart", 0, 0, 0, 420, 0, 0, 0, 0, 0, 0, 0, 0, 31, 451
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\time_line\my_own_time_line\update_post_info.dart", "Dart", 0, 0, 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 13, 207
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\video\play_this_video.dart", "Dart", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 0, 10, 94
"d:\flutter-clean-architecture-instagram\lib\presentation\pages\video\videos_page.dart", "Dart", 0, 0, 0, 410, 0, 0, 0, 0, 0, 0, 0, 0, 31, 441
"d:\flutter-clean-architecture-instagram\lib\presentation\screens\mobile_screen_layout.dart", "Dart", 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 13, 134
"d:\flutter-clean-architecture-instagram\lib\presentation\screens\responsive_layout.dart", "Dart", 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\flutter-clean-architecture-instagram\lib\presentation\screens\web_screen_layout.dart", "Dart", 0, 0, 0, 280, 0, 0, 0, 0, 0, 0, 0, 0, 22, 302
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\comments_w\comment_box.dart", "Dart", 0, 0, 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 11, 222
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\comments_w\comment_of_post.dart", "Dart", 0, 0, 0, 257, 0, 0, 0, 0, 0, 0, 0, 0, 27, 284
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\comments_w\commentator.dart", "Dart", 0, 0, 0, 372, 0, 0, 0, 0, 0, 0, 0, 4, 20, 396
