"filename", "language", "C++", "CMake", "JSON", "Dart", "YAML", "HTML", "Markdown", "XML", "Swift", "Groovy", "Properties", "comment", "blank", "total"
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\messages_w\chat_messages.dart", "Dart", 0, 0, 0, 965, 0, 0, 0, 0, 0, 0, 0, 0, 52, 1017
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\messages_w\list_of_messages.dart", "Dart", 0, 0, 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 8, 150
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\messages_w\record_view.dart", "Dart", 0, 0, 0, 113, 0, 0, 0, 0, 0, 0, 0, 0, 11, 124
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\bottom_sheet.dart", "Dart", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\custom_gallery\create_new_story.dart", "Dart", 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\custom_gallery\fetching_media_gallery.dart", "Dart", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 3, 45
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\custom_videos_grid_view.dart", "Dart", 0, 0, 0, 136, 0, 0, 0, 0, 0, 0, 0, 1, 13, 150
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\draggable_bottom_sheet.dart", "Dart", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\profile_grid_view.dart", "Dart", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 1, 6, 54
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\profile_page.dart", "Dart", 0, 0, 0, 451, 0, 0, 0, 0, 0, 0, 0, 1, 18, 470
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\recommendation_people.dart", "Dart", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\show_me_the_users.dart", "Dart", 0, 0, 0, 195, 0, 0, 0, 0, 0, 0, 0, 1, 11, 207
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\profile_w\which_profile_page.dart", "Dart", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\register_w\get_my_user_info.dart", "Dart", 0, 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 6, 63
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\register_w\or_text.dart", "Dart", 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 3, 36
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\register_w\register_widgets.dart", "Dart", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 10, 168
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\screens_w.dart", "Dart", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\story_w\story_swipe.dart", "Dart", 0, 0, 0, 89, 0, 0, 0, 0, 0, 0, 0, 18, 16, 123
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\all_catch_up_icon.dart", "Dart", 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 4, 53
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\all_time_line_grid_view.dart", "Dart", 0, 0, 0, 137, 0, 0, 0, 0, 0, 0, 0, 2, 10, 149
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\animated_dialog.dart", "Dart", 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\image_of_post_for_time_line.dart", "Dart", 0, 0, 0, 289, 0, 0, 0, 0, 0, 0, 0, 1, 17, 307
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\image_slider.dart", "Dart", 0, 0, 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 6, 154
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\picture_viewer.dart", "Dart", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 5, 70
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\points_scroll_bar.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\read_more_text.dart", "Dart", 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\send_to_users.dart", "Dart", 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 12, 238
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\time_line_w\smart_refresher.dart", "Dart", 0, 0, 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 15, 216
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\belong_to\videos_w\reel_video_play.dart", "Dart", 0, 0, 0, 115, 0, 0, 0, 0, 0, 0, 0, 0, 12, 127
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\aimation\fade_animation.dart", "Dart", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 11, 62
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\aimation\like_popup_animation.dart", "Dart", 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 7, 72
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\circle_avatar_image\circle_avatar_name.dart", "Dart", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 4, 30
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\circle_avatar_image\circle_avatar_of_profile_image.dart", "Dart", 0, 0, 0, 196, 0, 0, 0, 0, 0, 0, 0, 0, 19, 215
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_app_bar.dart", "Dart", 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 8, 138
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_circulars_progress.dart", "Dart", 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_elevated_button.dart", "Dart", 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 7, 58
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_gallery_display.dart", "Dart", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 9, 86
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_grid_view_display.dart", "Dart", 0, 0, 0, 607, 0, 0, 0, 0, 0, 0, 0, 3, 44, 654
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_linears_progress.dart", "Dart", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_memory_image_display.dart", "Dart", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 9, 53
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_network_image_display.dart", "Dart", 0, 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 10, 83
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_popup_menu_card.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_post_display.dart", "Dart", 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 10, 109
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_posts_display.dart", "Dart", 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 0, 13, 131
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_share_button.dart", "Dart", 0, 0, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 9, 115
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\custom_text_field.dart", "Dart", 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 5, 57
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\custom_widgets\get_post_info.dart", "Dart", 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 3, 78
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\others\count_of_likes.dart", "Dart", 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\others\image_of_post.dart", "Dart", 0, 0, 0, 922, 0, 0, 0, 0, 0, 0, 0, 1, 48, 971
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\others\multi_bloc_provider.dart", "Dart", 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 1, 4, 86
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\others\notification_card_info.dart", "Dart", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 5, 132
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\common\get_users_info.dart", "Dart", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 6, 69
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\common\head_of_popup_widget.dart", "Dart", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 3, 46
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\common\jump_arrow.dart", "Dart", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\common\volume_icon.dart", "Dart", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\mobile\popup_post.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\web\follow_card.dart", "Dart", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 5, 58
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\web\menu_card.dart", "Dart", 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 6, 65
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\web\new_post.dart", "Dart", 0, 0, 0, 695, 0, 0, 0, 0, 0, 0, 0, 66, 30, 791
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\global\popup_widgets\web\share_post.dart", "Dart", 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 1, 14, 215
"d:\flutter-clean-architecture-instagram\lib\presentation\widgets\try_point_scrol_circle.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 186, 0, 186
"d:\flutter-clean-architecture-instagram\lib\snapping.dart", "Dart", 0, 0, 0, 287, 0, 0, 0, 0, 0, 0, 0, 90, 70, 447
"d:\flutter-clean-architecture-instagram\out\404.html", "HTML", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 34
"d:\flutter-clean-architecture-instagram\out\index.html", "HTML", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 6, 5, 90
"d:\flutter-clean-architecture-instagram\public\404.html", "HTML", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 2, 34
"d:\flutter-clean-architecture-instagram\public\index.html", "HTML", 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 0, 6, 5, 90
"d:\flutter-clean-architecture-instagram\pubspec.yaml", "YAML", 0, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 60, 15, 157
"d:\flutter-clean-architecture-instagram\test\widget_test.dart", "Dart", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 10, 6, 28
"d:\flutter-clean-architecture-instagram\web\manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"d:\flutter-clean-architecture-instagram\windows\CMakeLists.txt", "CMake", 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 21, 96
"d:\flutter-clean-architecture-instagram\windows\flutter\CMakeLists.txt", "CMake", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 104
"d:\flutter-clean-architecture-instagram\windows\flutter\generated_plugin_registrant.cc", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 18
"d:\flutter-clean-architecture-instagram\windows\flutter\generated_plugin_registrant.h", "C++", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"d:\flutter-clean-architecture-instagram\windows\flutter\generated_plugins.cmake", "CMake", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 26
"d:\flutter-clean-architecture-instagram\windows\runner\CMakeLists.txt", "CMake", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"d:\flutter-clean-architecture-instagram\windows\runner\flutter_window.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 13, 62
"d:\flutter-clean-architecture-instagram\windows\runner\flutter_window.h", "C++", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"d:\flutter-clean-architecture-instagram\windows\runner\main.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"d:\flutter-clean-architecture-instagram\windows\runner\resource.h", "C++", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"d:\flutter-clean-architecture-instagram\windows\runner\utils.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 65
"d:\flutter-clean-architecture-instagram\windows\runner\utils.h", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"d:\flutter-clean-architecture-instagram\windows\runner\win32_window.cpp", "C++", 183, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 48, 246
"d:\flutter-clean-architecture-instagram\windows\runner\win32_window.h", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 22, 99
"Total", "-", 411, 174, 456, 23516, 185, 222, 156, 225, 12, 99, 8, 2217, 3175, 30856
