"filename", "language", "YAML", "Dart", "comment", "blank", "total"
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\login\login_screen.dart", "Dart", 0, 79, 4, 8, 91
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\new_post\new_post.dart", "Dart", 0, 1, 0, 1, 2
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\new_post\new_post_screen.dart", "Dart", 0, 190, 3, 22, 215
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\profile\edit_profile_screen.dart", "Dart", 0, 167, 5, 11, 183
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\profile\profile.dart", "Dart", 0, 2, 0, 1, 3
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\profile\profile_page.dart", "Dart", 0, 282, 4, 16, 302
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\search\search.dart", "Dart", 0, 1, 0, 1, 2
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\search\search_page.dart", "Dart", 0, 154, 3, 19, 176
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\timeline\timeline.dart", "Dart", 0, 2, 0, 1, 3
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\timeline\timeline_page.dart", "Dart", 0, 182, 4, 19, 205
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\timeline\widgets\post_card.dart", "Dart", 0, 429, 11, 38, 478
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\components\timeline\widgets\widgets.dart", "Dart", 0, 1, 0, 1, 2
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\lib\main.dart", "Dart", 0, 7, 0, 3, 10
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\mmmmmmmmmm\try.dart", "Dart", 0, 0, 0, 1, 1
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\multi_bloc_provider.dart", "Dart", 0, 4, 0, 1, 5
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\story_page.dart", "Dart", 0, 230, 9, 18, 257
"d:\updated_instagram_day_4_6\instagram\lib\presentation\widgets\try.dart", "Dart", 0, 0, -487, -1, -488
"d:\updated_instagram_day_4_6\instagram\pubspec.yaml", "YAML", 9, 0, 0, -1, 8
"Total", "-", 12, 4416, -267, 600, 4761
